NIP;TIT;ANYCOM;ING_INGRESO;ING_NOTA;ING_CONV;ING_EST;ING_CUPO;CURSO_TITULADO;EDAD;SEXO;ESTUDIS_P;ESTUDIS_M;CRE_RECON_INI;NUMPRE
439444;156;2010;NAI;6,1;J;10;G;;19;V;5;5;6;8
466072;156;2010;NAP;6,02;S;10;G;;25;V;4;4;0;1
354734;156;2010;NAP;6,9;J;10;G;;22;V;5;5;0;1
460803;156;2010;NAP;6,833;J;11;G;2014;18;V;5;4;60;1
460956;156;2010;NSA;9,016;J;10;G;;17;V;4;4;;2
460850;156;2010;NAP;9,129;J;5;G;;22;V;5;4;12;1
460841;156;2010;NAP;6,1;J;10;G;2017;19;M;4;3;30;1
460994;156;2010;NAP;6,034;J;10;G;;19;V;4;3;42;1
460463;158;2010;NAP;9,618;J;10;G;2014;18;V;3;3;60;2
461028;156;2010;NAP;8,432;J;10;G;;18;V;3;3;48;1
461003;156;2010;NAP;10,02;J;10;G;2013;18;M;3;5;60;1
466589;156;2010;NLE;6,922;S;10;G;;17;V;4;4;30;1
460958;156;2010;NAP;5,88;J;10;G;;18;M;5;5;0;1
331928;156;2010;NAP;10,25;J;5;G;2014;24;V;5;5;60;1
460393;158;2010;NAP;10,056;J;10;G;2015;18;M;5;5;60;3
460362;158;2010;NAP;9,706;J;10;G;2015;17;V;4;4;60;1
460806;156;2010;NAP;6,472;J;10;G;;18;V;5;3;36;1
460996;156;2010;NAP;6,908;J;10;G;;18;V;3;4;42;4
460281;158;2010;NAP;10,306;J;10;G;2013;18;M;4;4;60;1
460998;156;2010;NAP;6,982;J;10;G;2016;18;V;3;3;48;1
446196;156;2010;NLE;5,2;J;10;G;;24;V;3;4;6;1
447674;156;2010;NLE;5,31;J;10;G;;18;V;3;5;30;1
460851;156;2010;NSA;7,08;J;5;G;;26;V;2;3;;1
439639;156;2010;NAP;7,416;J;5;G;;20;V;5;4;18;1
460823;156;2010;NSA;7,13;J;10;G;;17;V;5;5;;3
460829;156;2010;NAP;7,2;J;5;G;;35;V;3;3;60;1
460838;156;2010;NAP;9,456;J;10;G;2014;17;V;4;4;60;1
460839;156;2010;NAP;7,829;J;5;G;2015;22;M;4;3;60;1
460852;156;2010;NAP;9,39;J;10;G;;18;V;4;4;30;1
461145;156;2010;NAP;7,884;J;5;G;2014;22;V;3;3;42;1
461112;156;2010;NSA;7,524;J;10;G;;19;V;2;3;;2
470787;156;2010;NAP;5,954;J;10;G;;20;V;5;4;36;2
461064;156;2010;NAP;7,743;J;5;G;2014;23;V;4;3;60;1
378960;156;2010;NAP;10,4;J;5;G;2018;21;V;5;4;60;1
460984;156;2010;NSA;7,382;J;10;G;;18;V;5;5;;2
464465;158;2010;NLE;8,652;J;10;G;;18;V;4;4;24;1
460328;158;2010;NAP;11,644;J;10;G;2013;17;M;4;3;60;1
240763;156;2010;NAP;7,2;S;5;G;;29;V;2;5;0;1
460930;156;2010;NAP;8,225;J;5;G;;21;V;4;4;12;1
460991;156;2010;NAP;7,077;J;10;G;2014;18;V;3;4;24;1
460323;158;2010;NAP;11,024;J;10;G;2014;18;M;3;3;60;1
462233;156;2010;NLE;5,14;J;10;G;2015;21;V;2;2;30;2
292834;156;2010;NAP;6,7;J;10;G;2013;24;V;4;4;60,33;1
460315;158;2010;NAP;9,772;J;10;G;;18;V;4;4;0;1
466596;156;2010;NLE;8,574;S;10;G;;18;V;2;3;6;1
466191;156;2010;NLE;8,684;S;10;G;;19;V;4;4;0;1
466081;156;2010;NAP;9,217;S;5;G;;34;V;4;3;0;1
466091;156;2010;NAP;7,404;S;5;G;;23;V;3;3;0;1
466092;156;2010;NAP;7,05;S;5;G;;19;V;4;4;6;1
420500;156;2010;NAP;5,71;S;10;G;;19;V;3;3;30;1
460331;158;2010;NAP;10,067;J;10;G;;18;M;3;3;48;1
461085;156;2010;NAP;11,75;J;5;G;2013;25;V;4;5;60;1
296201;156;2010;NAP;8,84;J;10;G;2015;25;V;5;4;48;1
356919;156;2010;NAP;7;S;10;G;;21;V;4;3;30;1
461190;156;2010;NAP;9,33;J;5;G;2016;21;V;3;3;36;1
18903;158;2010;NLE;6,5;J;10;G;;36;V;3;5;48;2
460884;156;2010;NAP;6,53;J;10;G;2015;19;V;4;4;6;1
460325;158;2010;NAP;10,564;J;10;G;2013;18;V;5;4;60;1
466590;156;2010;NLE;6,386;S;10;G;;18;V;5;5;0;1
460909;156;2010;NAP;7,486;J;10;G;;18;V;4;3;18;2
462254;156;2010;NLE;5,5;J;5;G;;34;V;3;5;0;4
466730;156;2010;NLE;5,46;S;10;G;;17;V;4;3;0;4
460301;158;2010;NAP;10,524;J;10;G;2013;18;M;4;4;60;1
460874;156;2010;NSA;6,77;J;10;G;;17;V;5;5;;2
461087;156;2010;NSA;6,914;J;5;G;;22;V;3;3;;3
460385;158;2010;NAP;9,443;J;10;G;2016;17;V;5;3;36;2
461098;156;2010;NAP;10,76;J;5;G;2015;20;V;4;3;36;1
460949;156;2010;NAP;6,782;J;10;G;;17;M;3;3;6;2
460943;156;2010;NAP;8,825;J;5;G;;21;V;3;4;6;1
464037;158;2010;NLE;8,982;J;10;G;2015;18;V;3;3;36;2
461057;156;2010;NAP;8,45;J;5;G;;22;V;3;3;48;1
460947;156;2010;NAP;7,206;J;10;G;2013;20;V;3;4;60;1
464623;158;2010;NLE;8,732;J;10;G;2014;18;V;3;3;60;1
461007;156;2010;NAP;9,271;J;5;G;;22;V;3;3;48;1
462180;156;2010;NLE;5,655;J;10;G;;17;V;4;4;36;1
461126;156;2010;NAP;7,332;J;10;G;2013;17;V;5;4;60;1
461121;156;2010;NAP;6,824;J;10;G;2015;17;V;3;3;60;1
461017;156;2010;NAP;7,424;J;10;G;2014;18;V;3;3;36;1
460402;158;2010;NAP;9,856;J;10;G;;19;V;5;5;60;2
329179;156;2010;NAP;6,95;J;5;G;;24;V;5;5;48;1
460982;156;2010;NAP;11,316;J;10;G;2013;17;V;2;3;60;1
461119;156;2010;NAP;8;J;10;G;2014;17;V;4;4;54;1
460367;158;2010;NAP;10,45;J;10;G;;17;M;4;4;60;1
439576;156;2010;NAI;6,48;J;5;G;;21;V;4;4;12;1
461060;156;2010;NAP;7,312;J;10;G;2013;18;V;3;3;60;1
460399;158;2010;NAP;11,072;J;10;G;2014;17;M;4;4;60;1
501184;156;2010;NAP;7,396;J;10;G;;20;V;4;4;24;6
460969;156;2010;NAP;12,958;J;10;G;2013;18;V;3;5;60,33;1
460825;156;2010;NSA;7,024;J;10;G;;17;V;4;3;;10
460822;156;2010;NSA;8,433;J;5;G;;22;V;4;3;;2
439743;156;2010;NLE;5,56;J;10;G;;20;V;3;3;6;1
461027;156;2010;NAP;11,594;J;10;G;;18;V;3;3;42;1
456517;156;2010;NSA;11,167;J;5;G;;24;M;4;4;;1
461184;156;2010;NAP;10,625;J;5;G;2013;22;V;3;4;60;1
461038;156;2010;NAP;6,516;J;10;G;;18;V;4;3;6;1
464933;158;2010;NLE;8,63;J;11;G;;22;M;5;5;6;1
460830;156;2010;NAP;8,357;J;5;G;;24;V;4;4;0;1
460831;156;2010;NSA;8,1;J;5;G;;26;V;4;4;;1
460856;156;2010;NAP;8,74;J;5;G;;21;V;4;4;36;1
460870;156;2010;NAP;7,269;J;10;G;2016;17;V;5;4;60;1
43654;156;2010;NAP;7,3;J;4;T;2015;35;V;3;3;54;1
461041;156;2010;NAP;9,314;J;5;G;2013;21;V;2;3;60;1
461035;156;2010;NAP;8,743;J;5;G;2014;22;V;3;4;48;1
460972;156;2010;NAP;5,95;J;10;G;2014;19;V;5;4;48;2
460977;156;2010;NAP;6,684;J;5;G;;22;V;5;4;36;1
460495;158;2010;NAP;9,818;J;5;G;2015;21;M;2;2;60;1
460809;156;2010;NAP;10,693;J;10;G;2013;18;V;3;3;60;1
300739;156;2010;NSA;6,66;J;10;G;;26;V;3;2;;1
461183;156;2010;NAP;7,75;J;5;G;;22;V;3;3;18;1
460291;158;2010;NAP;10,014;J;10;G;2015;18;M;5;5;60;1
460515;158;2010;NAP;9,336;J;5;G;;25;V;3;3;48;1
466080;156;2010;NAP;5,75;S;10;G;;18;M;4;3;0;1
439677;156;2010;NAP;7,71;J;10;G;;19;V;5;5;18;1
460941;156;2010;NSA;6,809;J;10;G;;17;V;2;3;;6
461070;156;2010;NAP;9,614;J;5;G;2016;23;V;5;3;18;1
461125;156;2010;NAP;7,8;J;10;G;;18;V;5;5;60;1
460371;158;2010;NAP;10,326;J;10;G;2013;17;V;3;3;60;1
460300;158;2010;NAP;10,25;J;10;G;2014;18;M;3;4;60;1
466073;156;2010;NAP;10,09;S;10;G;;20;V;3;3;12;1
466592;156;2010;NLE;8,294;S;10;G;2014;18;V;5;5;42;1
460422;158;2010;NAP;9,426;J;10;G;2014;17;M;5;4;60;1
352020;156;2010;NAP;7,018;J;5;G;;27;M;4;4;36;4
442996;156;2010;NAP;7,2;S;5;G;;30;M;4;3;0;1
466082;156;2010;NAP;7,524;S;5;G;;37;V;5;3;12;1
461108;156;2010;NAP;8,01;J;10;G;2013;18;V;3;4;54;2
448306;156;2010;NAP;5,12;S;10;G;;18;V;4;5;0;1
460916;156;2010;NAP;8,483;J;5;G;;19;V;4;3;0;1
461047;156;2010;NAP;6,262;J;10;G;2014;18;V;3;2;60;1
461151;156;2010;NAP;8,24;J;10;G;;18;V;3;3;0;1
462223;156;2010;NLE;5,31;J;10;G;2014;17;V;3;4;60;1
461168;156;2010;NAP;11,933;J;10;G;2013;18;V;4;2;60;1
462165;158;2010;NLE;9,136;J;10;G;2016;18;V;4;5;60;1
461068;156;2010;NAP;10,762;J;10;G;2014;17;V;3;5;60;1
462208;156;2010;NLE;5,37;J;10;G;;19;V;5;3;36;1
466389;156;2010;NLE;6,11;S;10;G;;17;V;4;4;0;1
460980;156;2010;NSA;7,094;J;10;G;;19;V;5;4;;7
460355;158;2010;NAP;10,027;J;10;G;;18;V;5;5;60;1
461002;156;2010;NAP;7,696;J;10;G;;17;V;5;4;12;6
460920;156;2010;NSA;9,55;J;10;G;;18;M;5;5;;4
460494;158;2010;NAP;11,442;J;10;G;2013;17;M;5;5;60;1
460942;156;2010;NAP;7,75;J;5;G;;23;M;2;2;30;1
461131;156;2010;NAP;10,614;J;5;G;;23;V;4;4;42;1
461080;156;2010;NAP;8,4;J;11;G;;17;V;3;3;60;1
461081;156;2010;NAP;9,483;J;5;G;2013;23;V;4;5;60;1
460478;158;2010;NAP;10,882;J;10;G;2013;18;M;3;4;60;1
460389;158;2010;NAP;8,658;J;10;D;2014;18;V;5;5;30;1
460400;158;2010;NAP;9,442;J;10;G;2013;18;V;5;4;60;1
461124;156;2010;NSA;7,158;J;10;G;;17;M;3;3;;5
460940;156;2010;NAP;10,869;J;10;G;2013;18;V;4;3;60;1
328702;156;2010;NAP;8,85;J;5;G;2014;23;V;4;4;42;1
460997;156;2010;NAP;9,514;J;10;G;2014;17;V;3;3;60;1
460951;156;2010;NAP;8,244;J;10;G;2014;17;V;4;5;60;1
460475;158;2010;NAP;10,474;J;10;G;2014;17;M;3;3;60;1
311667;156;2010;NAP;8,166;J;10;G;2013;54;V;5;5;60;1
503571;156;2010;NSA;6,882;J;10;G;;18;V;4;4;;7
460815;156;2010;NSA;8,36;J;10;G;;20;V;5;5;;9
460358;158;2010;NAP;9,26;J;10;G;2015;18;V;3;3;54;1
461185;156;2010;NAP;8,258;J;10;G;2013;17;M;5;3;60;1
412484;156;2010;NAP;6,91;J;11;G;2013;20;V;3;3;60;2
460361;158;2010;NAP;10,266;J;10;G;2014;17;M;5;5;60;3
448429;156;2010;NAP;6,63;J;10;G;;20;V;3;5;6;1
460288;158;2010;NAP;10,354;J;10;G;2015;18;V;5;5;60;1
462178;156;2010;NLE;5,66;J;10;G;;19;V;5;5;0;1
326636;156;2010;NAP;11,15;J;10;G;;23;V;5;5;36;1
460390;158;2010;NAP;10,928;J;10;G;2015;17;M;5;3;60;1
460814;156;2010;NSA;6,111;J;11;G;;18;M;5;5;;6
460819;156;2010;NSA;7,934;J;11;G;;17;V;5;5;;1
460406;158;2010;NAP;9,894;J;10;G;2014;17;M;3;3;60;1
460858;156;2010;NAP;9,8;J;5;G;;20;V;3;3;12;1
461153;156;2010;NAP;5,695;J;7;M;;26;V;3;5;0;1
462166;156;2010;NLE;5,79;J;11;G;;18;V;3;3;0;8
460861;156;2010;NSA;8,959;J;5;G;;32;M;3;2;;1
461161;156;2010;NAP;6,94;J;11;G;2016;23;V;5;5;30;1
461157;156;2010;NAP;9;J;5;G;2013;22;V;3;4;60;1
460503;158;2010;NAP;8,66;J;7;M;;36;V;3;3;0;1
461159;156;2010;NAP;6,01;J;10;G;;22;V;3;3;42;7
460954;156;2010;NAP;9,075;J;5;G;;21;V;3;3;42;1
460964;156;2010;NAP;7,684;J;10;G;2014;18;V;4;5;30;7
461049;156;2010;NAP;8;J;5;G;2013;20;V;3;4;60;1
460290;158;2010;NAP;9,716;J;10;G;2015;18;M;4;3;60;1
443119;156;2010;NAP;8,292;J;5;G;;23;V;4;2;0;1
460981;156;2010;NAP;10,02;J;10;G;;18;V;3;3;0;1
460915;156;2010;NSA;8,975;J;5;G;;20;V;3;3;;1
460882;156;2010;NSA;8,46;J;10;G;;19;V;5;5;;4
461063;156;2010;NAP;10,429;J;5;G;;20;V;4;5;12;1
466587;156;2010;NLE;7,866;S;10;G;;18;V;5;3;0;1
461059;156;2010;NAP;9,086;J;5;G;2016;21;V;3;3;36;1
460426;158;2010;NAP;9,842;J;10;G;2014;18;M;4;4;60;1
466106;156;2010;NAP;5,954;S;10;G;;19;V;3;3;24;3
460990;156;2010;NSA;6,825;J;5;G;;22;V;5;4;;4
466097;156;2010;NAP;5,94;S;7;M;;28;V;4;3;0;1
331968;156;2010;NAP;5,05;S;10;G;;25;V;4;5;0;1
460902;156;2010;NSA;6,644;J;10;G;;18;V;5;5;;8
461174;156;2010;NAP;6;J;5;G;2015;46;V;3;2;60;1
466588;156;2010;NLE;9,286;S;10;G;;18;V;5;5;42;1
466077;156;2010;NAP;9,521;S;10;G;2015;18;V;3;3;30;1
466313;156;2010;NLE;5,26;S;10;G;;19;V;3;5;0;1
378891;156;2010;NAP;5,45;S;10;G;;21;M;3;4;6;1
439466;156;2010;NSC;9,3;S;5;G;;21;V;5;4;12;1
460326;158;2010;NAP;9,3;J;5;G;;20;M;3;3;36;2
464525;158;2010;NLE;8,681;J;10;G;2015;18;V;4;4;60;1
460911;156;2010;NAP;9,159;J;10;G;2014;17;V;3;5;24;1
461039;156;2010;NSA;6,592;J;10;G;;18;V;4;4;;7
461083;156;2010;NAP;7,2;J;5;G;;22;V;3;3;12;1
461173;156;2010;NAP;6,108;J;5;G;;23;V;3;3;42;1
460926;156;2010;NAP;7,265;J;10;G;2014;18;V;2;5;30;1
9238;156;2010;NSA;9,12;S;5;G;;33;V;3;3;;1
465936;156;2010;NLE;7,884;S;10;G;;17;V;3;3;6;1
461144;156;2010;NAP;7,417;J;5;G;;22;V;3;3;0;1
461073;156;2010;NAP;7,702;J;10;G;;19;M;2;1;60;9
460921;156;2010;NSA;7,33;J;10;G;;18;V;5;5;;7
462226;156;2010;NSA;5,3;J;10;G;;21;V;3;3;;1
460944;156;2010;NAP;8,336;J;5;G;;26;V;4;4;18;2
460895;156;2010;NAP;10,75;J;5;G;;20;V;3;3;60;1
461128;156;2010;NAP;5,908;J;10;G;;17;V;4;3;48;1
461016;156;2010;NAP;8,67;J;10;G;;18;V;3;3;24;1
461011;156;2010;NSA;7,412;J;10;G;;18;V;5;5;;5
461138;156;2010;NAP;8,942;J;10;G;2015;18;V;4;5;60;1
461020;156;2010;NSA;6,606;J;10;G;;17;V;4;5;;2
461018;156;2010;NAP;6,342;J;10;G;2015;18;V;5;5;36;1
460360;158;2010;NAP;10,096;J;10;G;;17;M;4;5;0;2
461078;156;2010;NAP;8,748;J;5;G;;29;V;2;2;6;1
460878;156;2010;NAP;7,564;J;10;G;;18;V;3;3;12;1
461056;156;2010;NAP;5,891;J;10;G;;19;V;4;3;30;1
461115;156;2010;NAP;9,552;J;10;G;2013;18;V;4;5;60;1
452365;156;2010;NAP;7,38;J;13;N;2017;40;V;3;3;30;1
460392;158;2010;NAP;11,352;J;10;G;2013;18;V;4;4;60;1
462251;156;2010;NLE;5,6;J;5;G;;21;V;3;3;30;4
460957;156;2010;NAP;7,623;J;10;G;2015;18;V;5;5;42;1
439506;156;2010;NSA;7,23;J;10;G;;19;V;4;4;;6
460298;158;2010;NAP;12,234;J;10;G;2015;18;V;5;5;60;1
460961;156;2010;NAP;6,352;J;10;G;;19;V;5;3;12;1
461102;156;2010;NAP;7,606;J;10;G;2016;17;M;3;3;12;3
461052;156;2010;NAP;7,526;J;10;G;;18;V;5;5;30;1
461156;156;2010;NAP;8,236;J;5;G;;22;V;3;4;0;4
460421;158;2010;NAP;9,984;J;10;G;2016;18;M;3;3;60;1
460820;156;2010;NAP;7,16;J;10;G;2014;18;V;4;3;60;1
462238;156;2010;NLE;5,035;J;11;G;;17;V;3;5;0;1
414229;156;2010;NSA;7,85;J;5;G;;24;V;3;5;;3
441332;156;2010;NAP;9,504;J;5;G;;35;V;3;4;30;1
461146;156;2010;NAP;7,443;J;5;G;2015;29;V;3;3;48;1
460859;156;2010;NSA;7,5;J;5;G;;20;V;4;5;;1
452423;156;2010;NSA;6,492;J;5;G;;29;M;4;3;;5
461152;156;2010;NAP;10,286;J;5;G;2017;22;V;4;4;30;1
460813;156;2010;NAP;9,1;J;5;G;2014;21;V;3;3;60;1
439669;156;2010;NLE;5,51;J;10;G;;19;V;5;3;6;1
462250;156;2010;NSA;6,25;J;5;G;;22;V;4;4;;2
462229;156;2010;NLE;5,25;J;10;G;2016;31;M;5;3;30;1
461158;156;2010;NAP;10,25;J;5;G;;20;V;3;3;60;1
379848;156;2010;NAP;7,7;J;10;G;;20;V;3;4;54;1
461137;156;2010;NSA;6,042;J;10;G;;18;V;5;4;;2
461050;156;2010;NSA;6,925;J;5;G;;21;V;4;4;;2
460955;156;2010;NAP;10,025;J;5;G;2018;20;V;4;4;30;1
460847;156;2010;NAP;6,47;J;10;G;;18;M;4;5;0;1
460965;156;2010;NSA;6,768;J;5;G;;19;V;3;4;;2
460834;156;2010;NAP;8,024;J;10;G;2014;17;V;3;3;60;1
460836;156;2010;NAP;9,184;J;10;G;2015;18;V;5;3;60;1
461135;156;2010;NAP;6,046;J;10;G;;18;V;4;4;0;1
466078;156;2010;NAP;9,12;S;5;G;;25;V;3;3;18;1
473889;156;2010;NAP;8,557;J;5;G;2014;21;V;3;4;42;1
460918;156;2010;NAP;7,789;J;10;G;2015;18;V;3;3;54;1
460509;158;2010;NAP;6,38;J;7;M;;25;V;4;3;12;1
461129;156;2010;NSA;11;J;5;G;;24;M;4;4;;4
460923;156;2010;NAP;8,27;J;10;G;2013;17;V;5;5;60;3
460872;156;2010;NAP;7,461;J;10;G;2014;17;V;5;3;48;1
466071;156;2010;NAP;6,6;S;10;G;2015;21;V;5;4;24;1
439511;156;2010;NSC;6,15;S;10;G;;19;V;5;3;0;1
460904;156;2010;NAP;6,8;J;10;G;;18;V;4;4;24;4
460905;156;2010;NAP;7,226;J;10;G;2015;17;V;2;2;30;1
461026;156;2010;NAP;7,236;J;10;G;2014;17;V;3;3;18;1
460931;156;2010;NAP;9,46;J;10;G;2015;18;V;4;4;60;1
460520;158;2010;NAP;12,37;J;10;G;2013;18;M;4;3;60;1
466084;156;2010;NAP;8,6;S;5;G;;21;V;2;2;18;1
460314;158;2010;NAP;9,699;J;10;G;2014;18;M;3;5;60;1
460338;158;2010;NAP;9,436;J;5;G;;23;M;3;3;0;1
461013;156;2010;NAP;7,838;J;10;G;2014;17;V;5;4;42;2
461076;156;2010;NAP;8,009;J;10;G;2015;19;V;4;4;18;1
460938;156;2010;NAP;8,582;J;10;G;;17;M;3;5;6;2
462235;156;2010;NLE;5,068;J;10;G;;17;V;2;4;12;1
461189;156;2010;NAP;9,657;J;5;G;;22;M;3;3;0;1
460885;156;2010;NAP;10,316;J;10;G;2013;17;V;5;4;60;1
334717;156;2010;NAP;7,05;J;10;G;2015;24;M;2;3;48;1
460907;156;2010;NAP;6,93;J;10;G;2014;17;V;4;3;60;1
468360;156;2010;NAP;8,221;J;10;G;2015;17;V;5;5;48;1
468374;158;2010;NLE;8,948;J;10;G;2013;18;M;5;4;60;1
462157;158;2010;NLE;9,208;J;10;G;2018;18;V;5;5;48;2
465937;156;2010;NLE;6,706;S;10;G;2014;18;V;5;3;42;1
466729;156;2010;NLE;5,363;S;10;G;;18;V;5;4;0;2
461109;156;2010;NAP;6,172;J;10;G;;18;V;4;4;36;8
460379;158;2010;NAP;10,83;J;10;G;2013;18;V;5;5;60;1
460345;158;2010;NAP;9,34;J;10;G;2014;19;V;4;5;36;1
461127;156;2010;NAP;6,718;J;10;G;;17;V;5;5;42;2
461079;156;2010;NAP;7,5;J;5;G;2015;26;V;3;4;48;1
461100;156;2010;NSA;7,81;J;5;G;;23;V;3;3;;1
462156;158;2010;NLE;9,234;J;10;G;2014;17;V;5;5;60;1
461133;156;2010;NAP;9,371;J;5;G;;21;V;3;3;0;1
461122;156;2010;NAP;10,528;J;10;G;2014;18;V;5;5;60;1
462175;156;2010;NLE;5,684;J;10;G;;17;V;3;5;30;1
460519;158;2010;NAP;7,691;J;5;D;2017;22;V;3;3;60;1
460863;156;2010;NAP;8,481;J;10;G;2016;17;V;3;4;60;1
460950;156;2010;NAP;6,931;J;10;G;2014;17;V;5;4;24;1
461058;156;2010;NAP;9,1;J;5;G;2014;21;V;4;5;48;1
462207;156;2010;NLE;5,374;J;10;G;;18;V;3;3;24;1
462262;156;2010;NLE;5,425;J;10;G;;17;V;3;5;0;1
461117;156;2010;NAP;8,35;J;5;G;;22;V;4;5;18;1
460890;156;2010;NAP;8,334;J;10;G;2016;17;V;3;4;36;1
461141;156;2010;NAP;7,8;J;11;G;;18;V;5;5;42;1
461091;156;2010;NAP;9,206;J;5;G;2014;35;M;5;5;48;1
439650;156;2010;NRO;5,82;J;10;G;;27;M;5;2;0;2
439515;156;2010;NSC;6,36;J;10;G;;19;V;4;4;12;2
518118;156;2010;NAP;9,393;J;10;G;2013;19;M;5;5;60;1
439531;156;2010;NAI;5,42;J;10;G;;20;V;5;5;48;1
460973;156;2010;NAP;11,184;J;10;G;2013;18;V;2;5;60,33;1
460277;158;2010;NAP;12,177;J;10;G;2013;18;V;3;3;60;1
461034;156;2010;NAP;11,086;J;10;G;2013;18;V;4;4;60;1
447794;156;2010;NAP;6,6;J;5;G;;28;V;4;3;24;1
460960;156;2010;NAP;10;J;11;G;;18;V;4;4;18;1
460827;156;2010;NSA;6,672;J;11;G;;18;V;5;5;;3
461116;156;2010;NAP;9,348;J;10;G;2014;18;V;4;3;60;1
460285;158;2010;NAP;10,122;J;11;G;;18;V;5;5;42;1
460294;158;2010;NAP;9,995;J;6;G;2013;20;M;4;5;60;2
460975;156;2010;NAP;11,076;J;10;G;2013;18;V;4;5;60;1
448416;156;2010;NAD;5,87;J;10;G;2015;19;V;4;4;36;5
460971;156;2010;NAP;7,697;J;10;G;;18;V;5;5;0;1
327925;156;2010;NSA;5,96;J;10;G;;28;V;5;4;;1
460974;156;2010;NAP;6,236;J;10;G;;17;V;2;6;18;4
462162;158;2010;NLE;9,154;J;10;G;2014;18;V;5;5;54;1
461040;156;2010;NAP;8,457;J;5;G;2013;23;M;4;3;60;1
461037;156;2010;NAP;8,4;J;5;G;;32;M;3;5;36;1
327006;158;2010;NAP;9,76;J;10;G;;23;V;5;4;54;1
460804;156;2010;NAP;9,676;J;10;G;2014;18;V;5;5;60;1
461154;156;2010;NAP;6,17;J;7;M;;33;V;3;3;24;1
461045;156;2010;NAP;8,475;J;5;G;;22;V;4;2;6;1
462160;158;2010;NLE;9,175;J;5;G;;27;M;3;3;48;1
461033;156;2010;NAP;9,921;J;10;G;2014;18;V;3;4;60;1
460514;158;2010;NAP;11,516;J;10;G;2014;18;M;4;3;60;1
461114;156;2010;NAP;10,33;J;10;G;;18;V;4;5;60;1
439475;156;2010;NAP;7,8;J;5;G;;22;V;2;3;12;1
460832;156;2010;NAP;7,155;J;10;G;2016;19;V;5;4;36;1
460816;156;2010;NSA;6,811;J;11;G;;18;V;5;5;;8
462174;158;2010;NLE;9,012;J;10;G;2015;18;M;4;4;42;1
456605;156;2010;NAP;8,265;J;7;M;2016;25;V;3;3;36;1
462173;156;2010;NLE;5,724;J;10;G;;17;V;3;3;6;9
461071;156;2010;NAP;10;J;5;G;2014;20;V;4;4;60;1
466098;156;2010;NAP;5,986;S;10;G;;18;V;3;3;24;1
461155;156;2010;NAP;7,236;J;10;G;2017;18;V;4;3;42;2
460879;156;2010;NAP;7,875;J;5;G;2013;21;V;4;3;48;1
460906;156;2010;NAP;12,344;J;10;G;2013;17;V;4;3;60;1
378755;158;2010;NAP;10,76;J;10;G;2013;21;V;5;5;60;1
460995;156;2010;NSA;6,925;J;5;G;;21;V;5;4;;5
331166;156;2010;NAP;8,748;S;5;G;2017;23;V;3;3;48;1
414667;156;2010;NAP;5,54;S;6;G;;25;V;4;4;0;1
409994;156;2010;NAP;7,5;S;5;G;;21;V;3;3;12;1
466075;156;2010;NAP;7,68;S;5;G;;21;V;5;4;0;1
460948;156;2010;NSA;6,495;J;10;G;;17;V;5;5;;8
461118;156;2010;NAP;11,429;J;5;G;2014;22;V;3;4;60;1
460986;156;2010;NSA;6;J;5;G;;21;V;4;5;;4
461065;156;2010;NAP;10,262;J;10;G;2013;18;V;3;5;60;1
439697;156;2010;NAP;6,95;S;10;G;;19;V;4;3;0;1
439726;156;2010;NAP;8,604;S;5;G;;21;V;4;5;0;1
466105;156;2010;NAP;7,333;S;5;G;;22;V;4;3;0;1
466093;156;2010;NAP;5,6;S;5;G;;21;V;5;5;0;1
461088;156;2010;NAP;7,287;J;10;G;;18;M;2;3;6;1
461067;156;2010;NSA;6,454;J;10;G;;18;M;3;4;;10
439923;156;2010;NAP;8,48;J;10;G;2013;20;V;5;4;60,33;1
466102;156;2010;NAP;8,014;S;10;G;;18;M;5;5;30;1
461069;156;2010;NAP;10,614;J;10;G;2015;17;V;4;4;60;1
460481;158;2010;NAP;10,3;J;5;G;;23;V;3;3;0;1
466008;156;2010;NLE;9,143;J;5;G;;18;V;4;4;0;1
461143;156;2010;NAP;9,948;J;5;G;2013;29;V;5;3;60;1
253030;156;2010;NAI;10,175;J;5;G;;29;V;5;5;60;1
460933;156;2010;NAP;11,582;J;10;G;2013;18;V;4;3;60;1
460924;156;2010;NAP;5,976;J;10;G;2014;17;V;3;3;60;1
460468;158;2010;NAP;8,992;J;10;D;2014;18;V;5;5;60;1
460381;158;2010;NAP;9,74;J;10;G;2013;18;V;5;5;60;1
460978;156;2010;NSA;6,32;J;10;G;;18;V;4;5;;2
460318;158;2010;NAP;11,091;J;5;G;2013;22;V;4;4;60;1
456697;156;2010;NSA;7,773;J;5;G;;22;V;5;5;;8
460449;158;2010;NAP;11,125;J;5;G;2013;22;V;3;3;60;1
386333;156;2010;NLE;5,3;J;10;G;2015;20;V;3;3;42;1
461099;156;2010;NSA;6,63;J;10;G;;30;M;5;5;;1
460380;158;2010;NAP;10,188;J;10;G;;18;M;4;4;60;2
461160;156;2010;NAP;7,567;J;5;G;;21;V;4;3;0;3
461191;156;2010;NAP;7,98;J;5;G;;24;V;3;3;0;3
460346;158;2010;NAP;12,074;J;10;G;2013;17;M;4;3;60;1
462161;158;2010;NLE;9,156;J;10;G;2014;18;V;4;5;60;1
460868;156;2010;NSA;11,571;J;5;G;;28;V;3;3;;1
206718;156;2010;NAP;6,33;J;10;G;;28;V;3;4;60;1
