NIP;TIT;ANYCOM;ING_INGRESO;ING_NOTA;ING_CONV;ING_EST;ING_CUPO;CURSO_TITULADO;EDAD;SEXO;ESTUDIS_P;ESTUDIS_M;CRE_RECON_INI;NUMPRE
574314;158;2016;NAP;9,89;J;11;H;;18;V;5;5;36;
582477;156;2016;NUE;;;;;;21;M;;;19,5;
582894;158;2016;NUE;;;;;;21;M;;;24;
582530;156;2016;NUE;;;;;;21;M;;;4,5;
61062;158;2016;NAI;;;;;;40;V;2;2;196,5;
38970;156;2016;NCA;;;;;;41;M;3;3;;
571138;158;2016;NUE;;;;;;19;M;;;52,5;
574319;158;2016;NAP;12,206;J;10;G;;18;V;3;4;42;
574284;158;2016;NAP;11,046;J;10;G;;18;M;5;5;12;
570599;156;2016;NUE;;;;;;23;V;;;6;
574149;156;2016;NAP;5,75;J;10;D;;19;V;5;5;48;
464858;156;2016;;;;;;;23;V;3;4;;
574285;158;2016;NAP;11,618;J;10;G;;18;M;3;5;12;
568956;156;2016;NUE;;;;;;21;V;;;27;
582371;158;2016;NUE;;;;;;23;M;;;31,5;
658032;156;2016;NAP;9,6;J;10;G;;18;V;5;5;60;
573202;158;2016;;;;;;;24;V;;;;
568530;156;2016;NUE;;;;;;22;V;;;19,5;
578600;158;2016;NAP;9,814;J;10;G;;17;M;3;4;18;
550261;156;2016;NTE;;;;;;20;V;;;;
573247;158;2016;;;;;;;19;M;;;;
501912;156;2016;NTE;;;;;;26;M;3;3;;
569745;158;2016;NUE;;;;;;18;M;;;21;
569740;158;2016;NUE;;;;;;19;M;;;24;
581677;158;2016;NUE;;;;;;19;V;;;22,5;
574321;158;2016;NAP;11,274;J;10;G;;18;V;5;5;42;
570137;158;2016;NUE;;;;;;20;V;;;61,5;
582538;156;2016;NUE;;;;;;21;M;;;0;
575078;158;2016;NAP;7,44;J;10;H;;19;V;5;4;0;
574325;156;2016;NAP;11,01;J;10;G;;18;V;5;5;45;
573179;158;2016;;;;;;;23;M;;;;
574317;156;2016;NAP;10,816;J;10;G;2020;18;V;3;4;63;
574331;158;2016;NAP;11,786;J;10;G;;18;V;5;5;42;
570478;158;2016;NUE;;;;;;20;V;;;0;
568749;158;2016;NUE;;;;;;20;M;;;19,5;
570138;158;2016;NUE;;;;;;22;M;;;61,5;
6944;156;2016;NCA;;;;;;38;V;5;3;;
574290;158;2016;NAP;12,8;J;11;G;;18;M;5;5;18;
553141;158;2016;;;;;;;21;M;5;4;;
568546;158;2016;NUE;;;;;;21;M;;;9;
570313;156;2016;NUE;;;;;;21;V;;;33;
569333;158;2016;NUE;;;;;;23;M;;;24;
574295;158;2016;NAP;11,75;J;10;G;;17;V;4;5;18;
582370;158;2016;NUE;;;;;;21;V;;;30;
532357;158;2016;;;;;;;30;M;4;3;;
574309;156;2016;NAP;10,442;J;10;G;;18;V;4;3;63;
379822;156;2016;NAI;;;;;;26;M;4;3;204;
353780;156;2016;NCA;;;;;;28;V;4;3;;
574329;158;2016;NAP;10,594;J;10;G;;18;V;3;4;42;
672989;158;2016;NAP;5,81;J;7;M;;27;M;3;4;;
574281;158;2016;NAP;12,61;J;10;G;;18;V;3;3;18;
581332;158;2016;NAP;9,544;J;10;G;;20;M;3;5;60;
571290;158;2016;NUE;;;;;;20;V;;;6;
582055;156;2016;NUE;;;;;;22;V;;;13,5;
570743;156;2016;NUE;;;;;;28;V;;;27;
582954;158;2016;NUE;;;;;;20;V;;;27;
543304;156;2016;NUE;;;;;;21;V;;;39;
568446;158;2016;NUE;;;;;;24;V;;;30;
574275;158;2016;BMA;10,082;J;10;G;;18;V;5;5;;
567108;158;2016;;;;;;;21;V;;;;
178863;156;2016;NAI;;;;;;37;V;3;3;;
574322;156;2016;NAP;10,817;J;11;G;;17;V;4;5;63;
574297;158;2016;NAP;12,99;J;10;G;2020;18;M;5;5;18;
574335;156;2016;NAP;10,45;J;10;G;;17;V;4;3;63;
574303;158;2016;NAP;11,952;J;10;G;;17;V;5;5;18;
571110;156;2016;NUE;;;;;;20;V;;;4,5;
574320;158;2016;NAP;10,788;J;10;G;2020;17;V;4;4;42;
568536;158;2016;NUE;;;;;;25;M;;;19,5;
583145;158;2016;NUE;;;;;;26;M;;;19,5;
582367;158;2016;NUE;;;;;;21;M;;;31,5;
569330;158;2016;NUE;;;;;;25;M;;;19,5;
568753;158;2016;NUE;;;;;;24;M;;;18;
462524;156;2016;NCA;;;;;;41;M;5;3;;
26478;156;2016;NCA;;;;;;42;V;3;3;;
574334;158;2016;NAP;10,872;J;10;G;2020;18;V;5;5;42;
574336;158;2016;NAP;10,598;J;10;G;;18;M;5;3;42;
573951;156;2016;NAP;6,65;J;4;T;2019;24;V;3;3;60;
574336;156;2016;NAP;10,598;J;10;G;;18;M;5;3;63;
582866;156;2016;NUE;;;;;;21;M;;;4,5;
574288;158;2016;NAP;10,478;J;10;G;;18;V;5;5;12;
569437;158;2016;NUE;;;;;;22;V;;;30;
582864;156;2016;NUE;;;;;;22;M;;;10,5;
580950;156;2016;NUE;;;;;;22;V;;;25,5;
533552;158;2016;;;;;;;19;V;5;4;;
569331;158;2016;NUE;;;;;;23;V;;;15;
568756;158;2016;NUE;;;;;;23;M;;;24;
569442;158;2016;NUE;;;;;;21;M;;;27;
570727;156;2016;NUE;;;;;;20;V;;;36;
570725;156;2016;NUE;;;;;;23;V;;;0;
578788;156;2016;NCA;;;;;;40;M;3;3;4,5;
574306;158;2016;BMA;13,089;J;10;G;;17;M;5;4;;
574175;156;2016;NAP;7,252;J;10;H;;19;V;3;4;24;
569439;158;2016;NUE;;;;;;20;V;;;4,5;
570208;156;2016;NUE;;;;;;22;V;;;19,5;
580803;158;2016;NUE;;;;;;31;M;;;18;
574298;158;2016;NAP;10,1;J;10;G;;18;V;5;4;18;
583343;158;2016;NUE;;;;;;21;V;;;31,5;
574306;156;2016;BMA;13,089;J;10;G;;17;M;5;4;;
574300;158;2016;NAP;12,91;J;10;G;;18;V;5;5;18;
574302;158;2016;NSA;10,21;J;10;G;;18;M;5;5;;
255197;156;2016;NCA;;;;;;37;V;3;3;;
579505;158;2016;NUE;;;;;;21;M;;;61,5;
576167;158;2016;NAP;9,888;J;10;G;;18;M;5;4;12;
553412;158;2016;NSC;10,912;J;10;G;;19;V;3;5;84;
581135;156;2016;NUE;;;;;;20;V;;;21;
7186;156;2016;BMA;;;;;;37;V;3;3;;
574339;156;2016;NAP;11,246;J;10;G;;18;V;5;5;63;
644557;156;2016;NAP;8,016;J;10;G;2020;18;M;4;4;54;
574286;158;2016;NAP;10,68;J;10;G;;18;M;5;5;18;
516561;156;2017;NTE;;;;;;23;V;4;5;135;1
578789;156;2017;NAP;8,838;J;10;G;;19;V;6;5;60;1
595326;158;2017;NAP;10,066;J;11;G;;18;V;5;5;42;2
595400;158;2017;NAP;9,946;J;10;G;;17;M;3;5;60;1
594608;156;2017;NAP;9,176;J;10;G;;18;V;5;5;30;4
594473;156;2017;NAP;9,23;J;10;G;;18;V;3;3;60;1
594448;156;2017;NAP;10,57;J;10;G;;18;V;5;4;60;1
594586;156;2017;NAP;8,865;J;10;G;;18;V;4;4;60;2
596635;156;2017;NAP;8,194;J;10;G;;18;V;5;3;36;2
579145;156;2017;NAP;10,828;J;10;G;2020;18;V;5;5;60;1
595471;158;2017;NAP;10,246;J;10;G;2020;17;M;5;5;54;1
594642;182;2017;;11,179;J;11;G;;;V;;;;2
594606;156;2017;;10,21;J;10;G;;;V;;;;1
594527;156;2017;NAP;9,614;J;10;G;;17;V;4;4;0;1
594318;156;2017;NAP;10,716;J;10;G;;18;V;5;5;60;2
595401;158;2017;NAP;11,98;J;10;G;;18;M;5;5;60;1
599444;158;2017;NRO;6,408;J;10;G;;20;V;4;3;;1
594363;156;2017;NAP;8,51;J;10;G;;18;V;4;4;30;1
594535;156;2017;NAP;9,232;J;10;G;;18;V;4;4;24;1
594435;156;2017;NAP;9,886;J;10;G;;18;V;4;3;0;1
594547;156;2017;NAP;8,667;J;5;G;;20;V;4;4;60;1
595342;158;2017;NAP;11,726;J;10;G;;17;V;5;5;60;1
594708;182;2017;NAP;11,8;J;11;G;;17;V;5;5;72;1
594615;156;2017;NAP;10,801;J;10;G;2020;17;V;5;4;60;1
595366;158;2017;NAP;11,296;J;10;G;;18;M;3;4;42;1
566371;158;2017;NAP;6,95;J;7;M;;25;V;4;4;48;1
594632;156;2017;BMA;9,144;J;10;G;;17;V;4;5;;5
594559;182;2017;NAP;11,038;J;10;G;;17;V;5;5;72;1
594338;156;2017;NAP;9,204;J;10;G;;17;V;4;4;12;2
594702;182;2017;NAP;13,078;J;10;G;;17;V;5;5;72;1
594391;156;2017;NAP;10,076;J;10;G;;18;M;5;4;60;1
595384;158;2017;NAP;11,048;J;10;G;;18;V;5;5;60;1
575018;158;2017;;;;;;;19;V;3;3;;2
594504;156;2017;NAP;9,282;J;10;G;;19;V;4;4;60;1
595321;158;2017;NAP;12,304;J;10;G;;18;M;3;3;60;1
594434;156;2017;NAP;9,136;J;10;G;;17;V;4;4;60;1
594306;156;2017;NAP;8,978;J;10;G;;18;V;5;5;24;2
594553;156;2017;NAP;9,298;J;10;G;;18;V;5;5;60;2
594603;156;2017;NAP;11,73;J;10;G;2020;18;V;5;5;60;1
594422;156;2017;NAP;10,915;J;10;G;;18;M;4;4;54;2
595294;158;2017;NAP;10,183;J;5;G;;24;M;4;4;66;2
594534;156;2017;NAP;9,328;J;10;G;;19;V;4;4;6;1
595336;158;2017;NAP;10,006;J;10;G;;18;V;5;5;42;2
594687;156;2017;NAP;12,314;J;10;G;;18;V;5;5;63;2
594307;156;2017;NAP;8,898;J;10;G;2020;17;V;4;4;60;1
594588;156;2017;NAP;8,817;J;10;G;;17;V;2;3;60;2
594541;156;2017;NAP;8,842;J;10;G;2020;18;V;3;3;60;1
595477;158;2017;NAP;10,19;J;10;G;;17;M;5;5;6;1
594528;156;2017;NAP;10,888;J;10;G;;18;V;3;4;60;1
595397;158;2017;NAP;10,192;J;10;G;;17;M;5;5;18;1
594352;156;2017;BMA;6,25;J;4;T;;32;M;4;5;;1
594542;156;2017;NAP;9,05;J;10;G;;18;V;5;4;30;2
595331;158;2017;BMA;10,188;J;10;G;;18;M;4;4;;2
595514;158;2017;NAP;10,186;J;10;G;2020;17;M;4;4;60;1
594691;156;2017;NAP;11,48;J;10;G;;17;V;5;5;63;3
594674;158;2017;NAP;9,918;J;10;G;;18;V;4;5;12;6
594440;156;2017;NAP;11,338;J;10;G;2020;17;V;3;3;60;1
594456;156;2017;NAP;8,758;J;10;G;;17;V;4;5;60;1
594416;156;2017;NAP;10,335;J;10;G;2020;17;V;3;4;61;1
594683;182;2017;BMA;11,5;J;10;G;;17;V;3;4;;2
594466;156;2017;NAP;9,003;J;10;G;2020;18;V;4;4;60;1
577990;158;2017;;10,062;J;10;G;;;M;;;;4
595430;158;2017;;11,133;J;10;G;;;M;;;;1
551960;156;2017;BMA;8,096;J;10;G;;20;M;4;4;;2
594545;156;2017;NAP;10,332;J;10;G;2020;17;V;5;5;60;2
595367;158;2017;;10,35;J;10;G;;18;V;3;5;;2
593377;156;2017;;8,929;J;10;G;;18;V;;;;1
598424;158;2017;NAP;9,86;J;10;G;;18;V;4;4;42;3
598253;156;2017;NAP;8,224;J;10;G;;18;V;5;5;0,33;1
598249;156;2017;BMA;8,358;J;10;G;;18;V;4;4;;8
598256;156;2017;NAP;8,333;J;5;G;2020;26;V;3;4;66;1
598252;156;2017;NAP;8,292;J;10;G;;18;V;5;5;6;1
594412;156;2017;NAP;10,128;J;10;G;;18;V;3;4;60;1
594698;182;2017;NAP;11,184;J;10;G;;17;M;4;4;72;1
594650;158;2017;NAP;10,204;J;10;G;;17;V;5;4;12;5
594413;156;2017;NAP;9,316;J;10;G;;17;V;4;3;48;1
594676;182;2017;NAP;12,82;J;10;G;;17;V;4;3;72;1
595379;158;2017;NAP;12,307;J;10;G;;17;V;4;3;60;1
576980;156;2017;NAP;10,068;J;10;G;;18;V;4;3;0;1
594483;156;2017;NAP;9,028;J;10;G;;20;V;5;3;69;1
595408;158;2017;NAP;11,186;J;10;G;;17;M;5;4;12;2
595451;158;2017;NAP;10,284;J;10;G;;17;V;5;5;48;2
594519;156;2017;NAP;9,602;J;10;G;2020;18;V;3;3;60;1
595393;158;2017;NAP;11,06;J;10;G;2020;17;M;4;5;60;1
598409;158;2017;NAP;9,788;J;10;G;2020;18;V;5;5;60,5;4
598420;158;2017;NAP;9,848;J;10;G;;18;M;5;3;60;1
595449;158;2017;NAP;10,696;J;10;G;;18;V;5;5;60;1
598421;158;2017;NAP;9,864;J;10;G;;17;V;3;4;60;1
594700;182;2017;NAP;11,25;J;10;G;;18;V;5;5;6;1
533658;158;2017;NTE;;;;;;24;M;3;4;166,5;3
594459;156;2017;NAP;12,04;J;10;G;2020;18;V;3;5;60;1
594348;156;2017;;8,714;J;10;G;;;V;;;;2
594494;156;2017;NAP;8,578;J;10;G;;17;V;5;5;36;1
594478;156;2017;NAP;9,415;J;10;G;2020;18;V;3;5;60;1
595337;158;2017;NAP;11,606;J;10;G;2020;18;V;5;5;60;1
594312;156;2017;NAP;11,27;J;10;G;;17;V;5;5;60;1
594585;156;2017;NAP;10,678;J;10;G;;18;V;3;5;60;1
577854;156;2017;NAP;8,168;J;10;G;;19;M;3;4;36;1
580438;156;2017;;9,106;J;10;G;;;V;;;;1
594583;156;2017;NAP;8,721;J;10;G;;17;V;2;4;12;2
292484;156;2017;NAP;8,8;J;5;G;;34;V;5;5;64,5;1
595399;158;2017;NAP;10,596;J;10;G;;18;M;3;3;60;1
586676;158;2017;;;;;;;20;M;;;;1
595450;158;2017;NAP;10,874;J;10;G;;17;M;5;5;54;2
599264;156;2017;BMA;8,19;J;10;G;;19;V;4;4;;2
573958;156;2017;BMA;11,531;J;10;G;;19;V;5;5;60;1
594717;158;2017;NRO;7,174;J;10;D;;19;V;4;3;12;2
594551;156;2017;NAP;9,085;J;10;G;;18;V;5;4;60;1
512835;156;2017;NAP;8,852;J;10;G;;22;M;5;4;60;3
594697;156;2017;NAP;11,296;J;10;G;;18;V;5;5;63;2
594467;156;2017;NAP;9,596;J;10;G;2020;18;V;5;4;60;2
594453;156;2017;NAP;9,179;J;10;G;;18;V;3;4;60;1
594330;156;2017;NAP;10,004;J;10;G;;17;V;5;4;54;1
595508;158;2017;NAP;11,288;J;10;G;;17;V;5;5;48;1
594298;156;2017;NAP;8,824;J;10;G;;17;V;5;4;60;2
594485;156;2017;NAP;11,002;J;10;G;;18;V;3;3;60;1
594512;156;2017;NAP;10,37;J;10;G;;17;V;3;3;60;2
576953;182;2017;NAP;11,252;J;10;G;;19;V;5;5;72;1
594682;156;2017;NAP;12,158;J;11;G;;17;V;5;5;63;3
594682;158;2017;NAP;12,158;J;11;G;;17;V;5;5;42;4
594703;182;2017;NAP;11,19;J;10;G;;17;M;5;5;60;1
594371;156;2017;BMA;7,21;J;4;T;;30;V;3;3;;1
594377;156;2017;NAP;9,006;J;10;G;;18;V;5;5;36;1
594693;156;2017;NAP;11,922;J;10;G;;18;M;4;5;63;2
594366;156;2017;;9,845;J;10;G;;;V;;;;1
595410;158;2017;NAP;11,59;J;10;G;;18;V;5;5;36;2
528139;156;2017;NTE;9,672;J;6;G;;21;V;5;5;64,5;1
594463;156;2017;NAP;9,975;J;6;G;;20;V;5;5;60;1
594518;156;2017;NAP;10,502;J;10;G;;18;V;4;4;60;1
594515;156;2017;;9,768;J;10;G;;;V;;;;1
594365;156;2017;NAP;10,175;J;10;G;;19;V;5;5;36;1
594688;158;2017;NSC;11,35;J;10;G;;18;V;4;3;36;2
594695;182;2017;;12,63;J;10;G;;;V;;;;1
594564;156;2017;NAP;11,87;J;10;G;2020;18;M;4;4;60;2
595300;158;2017;NAP;10,306;J;10;G;;17;M;4;5;36;4
594610;156;2017;NAP;9,138;J;10;G;2020;17;V;4;4;60;1
595334;158;2017;NAP;11,559;J;10;G;;18;V;4;3;60;1
595439;158;2017;;12,1;J;10;G;;18;M;5;5;;2
598245;156;2017;NAP;8,33;J;10;G;;19;V;3;4;12;1
598407;158;2017;BMA;9,818;J;10;G;;18;V;4;4;;2
595420;158;2017;NAP;11,49;J;10;G;;17;M;5;5;12;1
598234;156;2017;BMA;8,29;J;5;G;;36;V;4;3;;1
598229;156;2017;NAP;8,334;J;5;G;;22;V;4;4;60;1
598244;156;2017;NAP;8,416;J;10;G;;17;V;5;4;42;1
599265;156;2017;NAP;8,132;J;10;G;;18;V;3;3;12;1
598426;158;2017;;9,755;J;10;G;;;M;;;;3
598235;156;2017;NAP;8,414;J;10;G;;17;V;3;4;60;1
598435;158;2017;NAP;9,828;J;10;G;;18;V;3;3;60;1
598412;158;2017;NSA;9,734;J;10;G;;18;M;3;3;;2
594433;156;2017;NAP;11,136;J;10;G;;18;V;4;4;60;1
594407;156;2017;NAP;9,916;J;10;G;;18;V;3;3;42;1
594677;182;2017;NAP;11,442;J;10;G;;17;M;6;5;0;2
494164;156;2017;BMA;11,488;J;10;G;;22;V;5;5;42;2
595349;158;2017;NAP;10,304;J;10;G;;18;M;4;4;;2
595486;158;2017;NAP;10,548;J;10;G;;18;V;3;4;48;1
595407;158;2017;NAP;9,89;J;10;G;;18;V;3;3;12;1
599267;156;2017;;8,15;J;11;G;;;M;;;;1
594314;156;2017;NAP;9,092;J;10;G;;17;V;4;3;60;1
595490;158;2017;NAP;11,43;J;10;G;;19;V;4;4;30;1
595394;158;2017;NAP;12,42;J;10;G;2020;18;V;5;4;60;1
594395;156;2017;NAP;9,82;J;10;G;;17;V;5;5;60;1
598220;156;2017;BMA;8,333;J;5;G;;22;V;4;4;;1
594404;156;2017;NAP;11,417;J;10;G;2020;18;V;4;4;60;1
598255;156;2017;NAP;8,246;J;10;G;;18;V;4;4;18;1
494551;156;2017;NAP;8,2;J;5;G;;23;V;5;5;82,5;2
594587;156;2017;BMA;8,828;J;10;G;;18;V;3;5;;1
594397;156;2017;NAP;8,613;J;10;G;;18;V;5;5;63;2
594301;156;2017;NAP;9,482;J;10;G;;17;V;4;4;12;4
594349;156;2017;NAP;11,142;J;10;G;;17;V;4;5;60;1
576102;158;2017;NTE;;;;;;18;M;3;4;;4
594487;156;2017;NAP;8,687;J;10;G;;18;V;5;4;60;1
594579;156;2017;NAP;9,937;J;10;G;;18;M;5;5;36;2
594704;158;2017;NSC;12,55;J;10;G;;18;V;5;5;60;2
594681;156;2017;NAP;12,233;J;11;G;;18;M;5;5;63;2
594431;156;2017;NAP;13,024;J;10;G;2020;18;V;5;3;60;1
595315;158;2017;NAP;10,934;J;11;G;;17;V;5;4;54;2
594441;156;2017;BMA;9,5;J;10;G;;20;V;4;4;;2
595499;158;2017;;10,554;J;10;G;;;V;;;;2
595323;158;2017;NAP;11,592;J;10;G;;18;M;5;4;24;1
594640;182;2017;NAP;11,032;J;10;G;;18;V;4;4;72;1
594645;158;2017;NAP;10,781;J;10;G;;18;V;3;3;12;2
595510;158;2017;NAP;10,134;J;10;G;;17;V;3;4;6;1
595483;158;2017;BMA;9,884;J;11;G;;19;V;5;5;;1
594708;156;2017;NAP;11,8;J;11;G;;17;V;5;5;63;4
594327;156;2017;NAP;9,714;J;10;G;;19;V;4;5;60;1
594443;156;2017;NAP;9,778;J;10;G;;18;V;4;4;60;1
594522;156;2017;NAP;10,356;J;10;G;;17;V;5;5;42;1
595327;158;2017;BMA;11,08;J;11;G;;17;M;4;5;;2
595375;158;2017;NAP;10,352;J;10;G;;18;V;5;5;60;1
594517;156;2017;NAP;10,938;J;10;G;;18;V;4;3;60;1
595386;158;2017;NAP;9,912;J;10;G;;17;V;5;4;48;1
595341;158;2017;;10,388;J;10;G;;;V;;;;2
594425;156;2017;NAP;10,362;J;10;G;;17;V;4;3;36;1
595381;158;2017;NAP;9,994;J;10;G;;18;M;5;5;42;1
594524;156;2017;NAP;11,195;J;10;G;;18;V;4;5;60;1
594355;156;2017;NAP;10,463;J;10;G;;19;V;4;4;60;1
594682;182;2017;NAP;12,158;J;11;G;;17;V;5;5;72;1
594333;156;2017;NAP;12,148;J;10;G;;18;V;3;4;60;1
594710;156;2017;NAP;11,802;J;10;G;;17;V;5;5;63;2
594392;156;2017;NAP;8,83;J;10;G;;19;V;6;4;60;1
595445;158;2017;NAP;10,992;J;10;G;2020;17;V;5;4;60;2
594320;156;2017;NAP;11,2;J;11;G;2020;18;V;3;3;60;1
594684;158;2017;NAP;11,365;J;10;G;;18;M;5;5;42;2
594438;156;2017;NAP;9,386;J;10;G;;18;V;5;5;60;1
576219;158;2017;NAP;11,082;J;10;G;;18;V;5;5;36;4
594557;156;2017;NAP;10,534;J;10;G;2020;18;M;5;5;60;1
594523;156;2017;;9,306;J;10;G;;;V;;;;3
594657;158;2017;NAP;10,952;J;10;G;;18;V;4;4;12;3
595351;158;2017;NSA;11,85;J;10;G;;18;M;5;5;;2
594375;156;2017;NAP;9,314;J;10;G;;18;V;3;4;42;1
594629;156;2017;NAP;13,436;J;10;G;2020;17;V;5;5;60;1
595392;158;2017;NAP;11,746;J;10;G;;17;V;5;5;60;1
594409;156;2017;NAP;9,244;J;10;G;2020;18;V;5;5;60;1
594569;156;2017;BMA;8,55;J;10;G;;18;V;4;4;;8
594432;156;2017;NAP;9,318;J;10;G;;18;V;4;4;60;1
594607;156;2017;;8,649;J;10;G;;;V;;;;1
594713;156;2017;NAP;12,918;J;10;G;;18;V;3;3;63;10
594691;182;2017;NAP;11,48;J;10;G;;17;V;5;5;72;1
594609;156;2017;NAP;9,754;J;10;G;;17;V;4;4;48;1
595332;158;2017;NAP;10,8;J;5;G;;20;V;4;3;49,5;1
594324;156;2017;;11,508;J;10;G;;;V;;;;1
594502;156;2017;NAP;10,896;J;10;G;;18;V;5;5;60;1
594568;156;2017;;8,573;J;10;G;;;V;;;;1
594707;182;2017;;11,584;J;10;G;;;V;;;;1
594556;156;2017;NAP;10,678;J;10;G;;18;V;4;3;60;1
594331;156;2017;NAP;9,546;J;10;G;;18;V;3;3;60;1
594380;156;2017;NAP;12,404;J;10;G;2020;19;V;4;4;60;1
595364;158;2017;NAP;12,288;J;10;G;2020;17;V;4;5;60;1
594531;156;2017;NAP;9,218;J;10;G;;17;V;4;4;36;1
594709;158;2017;NAP;12,112;J;10;G;;17;M;4;5;42;2
595388;158;2017;NAP;9,87;J;10;G;;18;M;4;4;60;2
594400;156;2017;NAP;9,42;J;10;G;;17;V;5;5;12;1
598241;156;2017;NAP;8,44;J;10;G;;19;V;3;3;36;1
594501;156;2017;;10,594;J;10;G;;;V;;;;1
598259;156;2017;NAP;8,375;J;10;G;;18;V;3;3;48;1
594414;156;2017;NAP;9,435;J;10;G;;18;V;5;4;60;1
598217;156;2017;BMA;8,308;J;5;G;;20;V;3;4;;3
598226;156;2017;NAP;8,45;J;10;G;;18;V;4;5;64,5;1
595377;158;2017;NAP;11,642;J;10;G;;18;M;4;3;;3
594601;156;2017;BMA;9,738;J;10;G;;17;V;5;5;;1
595347;158;2017;NAP;11,61;J;10;G;;18;M;4;3;60;1
599260;156;2017;;8,174;J;10;G;;;V;;;;4
595372;158;2017;NAP;10,09;J;10;G;;17;V;4;5;24;2
598258;156;2017;BMA;8,385;J;5;G;;19;V;4;4;;1
594385;156;2017;NAP;5,69;J;7;M;;25;V;4;5;6;1
598438;158;2017;NAP;9,836;J;10;G;;17;M;5;5;60;1
598230;156;2017;BMA;8,35;J;10;G;;19;V;5;5;;5
512071;156;2017;NTE;;;;;;22;M;4;3;156,5;1
574075;156;2017;BMA;8,558;J;10;G;2020;18;V;3;3;60;1
594659;158;2017;NAP;10,52;J;10;G;;18;V;3;3;18;4
594384;156;2017;NAP;8,636;J;5;G;;22;V;4;4;54;1
578738;156;2017;NTE;9,426;J;10;G;2020;19;V;4;5;60;1
594686;182;2017;NAP;13,348;J;10;G;;18;V;5;5;72;1
594370;156;2017;NAP;9,298;J;10;G;;18;V;4;3;60;1
594592;156;2017;NAP;8,867;J;5;G;;24;V;4;3;60;1
594618;156;2017;NAP;10,828;J;10;G;2020;18;V;5;5;60;1
595464;158;2017;NAP;10,6;J;10;G;;18;V;3;3;54;1
595465;158;2017;NAP;11,55;J;10;G;;19;V;5;5;60;2
594390;156;2017;NAP;9,09;J;10;G;2020;18;V;5;5;60;3
580114;156;2017;;9,7;J;11;G;;18;M;5;4;;1
576036;156;2017;NAP;8,404;J;10;G;;18;V;3;3;24;1
577856;156;2017;NAP;8,292;J;10;G;2020;18;V;4;3;60;1
594417;156;2017;NAP;8,896;J;10;G;;18;V;3;4;42;1
594345;156;2017;;10,868;J;10;G;;;V;;;;1
594339;156;2017;BMA;11,95;J;11;G;;17;V;5;5;;1
594458;156;2017;NAP;12,148;J;10;G;;18;V;3;3;60;1
594594;156;2017;NAP;9,538;J;10;G;;17;V;5;5;60;3
594712;182;2017;NAP;11,394;J;10;G;;18;V;5;5;72;1
594712;156;2017;NAP;11,394;J;10;G;;18;V;5;5;63;2
594681;182;2017;NAP;12,233;J;11;G;;18;M;5;5;72;1
594427;156;2017;NAP;10,717;J;10;G;;18;M;5;5;49;1
577266;156;2017;NAP;8,77;J;10;G;;19;V;4;4;54;1
594636;156;2017;NAP;9,086;J;10;G;;18;V;4;4;60;1
594437;156;2017;NAP;12,14;J;10;G;2020;18;V;4;4;60;1
599268;156;2017;NAP;8,154;J;10;G;;18;V;3;4;24;4
594544;156;2017;NAP;9,908;J;10;G;2020;18;V;4;5;60;1
595387;158;2017;NAP;10,308;J;10;G;;18;M;3;3;30;1
594490;156;2017;NAP;9,644;J;10;G;;18;V;5;4;54;1
595425;158;2017;NAP;10,792;J;10;G;;18;M;5;5;54,33;2
594634;156;2017;BMA;8,678;J;10;G;;18;V;4;4;;2
594581;156;2017;NAP;9,82;J;10;G;;18;V;3;3;60;2
594342;156;2017;;9,397;J;10;G;;;V;;;;3
576148;158;2017;NAP;10,726;J;10;G;;18;M;4;5;12;4
594405;156;2017;NAP;9,322;J;10;G;;18;V;5;4;60;1
594614;156;2017;NAP;11,27;J;10;G;;18;V;4;5;48;1
594354;156;2017;;10,711;J;10;G;;18;V;;;;1
594633;156;2017;BMA;8,584;J;10;G;;18;V;5;5;;5
595441;158;2017;NAP;11,095;J;10;G;;17;M;4;4;12;1
594540;156;2017;NAP;9,488;J;10;G;2020;17;V;5;4;60;1
595292;158;2017;NAP;10,9;J;11;G;;18;M;5;4;54,66;2
594710;158;2017;NAP;11,802;J;10;G;;17;V;5;5;42;3
595448;158;2017;BMA;10,138;J;10;G;;18;M;5;3;;2
594457;156;2017;NAP;9,324;J;10;G;;18;V;4;4;54;1
594684;182;2017;NAP;11,365;J;10;G;;18;M;5;5;60;1
594419;156;2017;NAP;11,96;J;10;G;2020;18;V;3;4;60;1
594498;156;2017;NAP;10,08;J;10;G;;18;V;5;5;54;1
594421;156;2017;NAP;10,586;J;10;G;;18;V;3;5;60;2
594526;156;2017;NAP;9,928;J;10;G;2020;18;V;3;5;60;1
594554;156;2017;NAP;8,81;J;10;G;;18;V;4;4;48;2
594565;156;2017;NAP;9,782;J;10;G;;18;V;3;4;54;1
594450;156;2017;NAP;5,958;J;7;M;;29;V;3;4;24;1
594451;156;2017;NAP;7,19;J;4;T;;30;M;5;4;60;1
527894;158;2017;NAP;10,304;J;10;G;;19;V;5;5;12;1
595473;158;2017;NAP;10,862;J;10;G;;18;V;5;5;60;2
594546;156;2017;NAP;11,586;J;10;G;2020;17;V;4;4;60;1
594508;156;2017;NAP;10,464;J;10;G;;18;V;4;4;60;1
595443;158;2017;NAP;10,11;J;10;G;;18;V;3;4;54;1
594310;156;2017;BMA;8,457;J;7;M;;30;V;3;3;;1
594713;182;2017;NAP;12,918;J;10;G;;18;V;3;3;72;1
